,tick,exchange,country_name,currency,sector,industry,fulltime_employees
56,LOG.MC,MCE,Spain,EUR,Industrials,Integrated Freight & Logistics,"5,900"
57,ALM.MC,MCE,Spain,EUR,Healthcare,Drug Manufacturers—Specialty & Generic,"1,787"
58,VID.MC,MCE,Spain,EUR,Consumer Cyclical,Packaging & Containers,"3,319"
59,GEST.MC,MCE,Spain,EUR,Consumer Cyclical,Auto Parts,"37,085"
60,IDR.MC,MCE,Spain,EUR,Technology,Information Technology Services,"52,083"
61,SCYR.MC,MCE,Spain,EUR,Industrials,Engineering & Construction,"46,562"
62,NHH.MC,MCE,Spain,EUR,Consumer Cyclical,Lodging,"10,209"
63,MEL.MC,MCE,Spain,EUR,Consumer Cyclical,Lodging,"10,796"
64,LDA.MC,MCE,Spain,EUR,Financial Services,Insurance—Property & Casualty,"2,582"
65,XVOLB.MC,MCE,Peru,EUR,Basic Materials,Other Industrial Metals & Mining,
66,PHM.MC,MCE,Spain,EUR,Healthcare,Biotechnology,477
67,TL5.MC,MCE,Spain,EUR,Communication Services,Broadcasting,"1,595"
68,FAE.MC,MCE,Spain,EUR,Healthcare,Drug Manufacturers—Specialty & Generic,"1,565"
69,CAF.MC,MCE,Spain,EUR,Industrials,Railroads,"13,284"
70,MVC.MC,MCE,Spain,EUR,Consumer Cyclical,Residential Construction,203
71,PSG.MC,MCE,Spain,EUR,Industrials,Security & Protection Services,"129,999"
72,APPS.MC,MCE,Spain,EUR,Industrials,Specialty Business Services,"25,278"
73,CASH.MC,MCE,Spain,EUR,Industrials,Integrated Freight & Logistics,"42,366"
74,ENO.MC,MCE,Spain,EUR,Industrials,Infrastructure Operations,"21,209"
75,AEDAS.MC,MCE,Spain,EUR,Consumer Cyclical,Residential Construction,303
76,EDR.MC,MCE,Spain,EUR,Consumer Cyclical,Travel Services,937
77,GRE.MC,MCE,Spain,EUR,Industrials,Specialty Industrial Machinery,227
78,EAT.MC,MCE,Spain,EUR,Consumer Cyclical,Restaurants,"21,891"
79,A3M.MC,MCE,Spain,EUR,Communication Services,Entertainment,"2,512"
80,PRO.MC,MCE,Spain,EUR,Consumer Defensive,Education & Training Services,"2,247"
